,comment_id,user_id,platform,date_time,likes_count,comment_raw,comment_cleaned_emoji,comment_cleaned_no_emoji,comment_processed,vader_compound_emoji,vader_compound_no_emoji
1451,17859399845454089,1023114320,instagram,2021-02-10 07:43:02,0,You @repraskin sir are amazing.  You are so articulate and impressive.  Rock star 🔥🔥,You  sir are amazing.  You are so articulate and impressive.  Rock star 🔥🔥,You  sir are amazing.  You are so articulate and impressive.  Rock star ,"['sir', 'amazing', 'articulate', 'impressive', 'rock', 'star']",0.552,0.8107
1452,17960654551377557,17319580,instagram,2021-02-10 06:24:23,0,What channel!,What channel!,What channel!,['channel'],0.0,0.0
1453,17923266514522650,1761554313,instagram,2021-02-10 11:56:13,1,I’m speechless..... seeing this play out is still unbelievable,I’m speechless..... seeing this play out is still unbelievable,I’m speechless..... seeing this play out is still unbelievable,"['speechless', 'seeing', 'play', 'still', 'unbelievable']",0.5499,0.5499
1454,18156679687112262,48259340,instagram,2021-02-10 10:50:11,1,This is so powerful. 😢,This is so powerful. 😢,This is so powerful. ,['powerful'],0.0613,0.5598
1455,17910791710622920,30589949939,instagram,2021-02-10 05:51:13,0,#trumptrial #trumpimpeachment #impeachtrump #secondimpeachment #january6 #jan6th #jan6 #january6th #capitolattack #capitolinsurrection #insurrection #insurrection2021 #capitolcoup #capitolcoupattempt #democracy #democracyinaction #todaysnews #newstoday #latestnews #jamieraskin,                   ,                   ,[],0.0,0.0
1456,17866147238310544,5851934560,instagram,2021-02-10 12:34:25,1,😂,😂,,[],0.4404,0.0
1457,17886581497988846,4542929541,instagram,2021-02-10 08:28:37,1,Exactly,Exactly,Exactly,['exactly'],0.0,0.0
1458,18119816941171013,22099532,instagram,2021-02-10 06:48:30,1,👏🏾👏🏾👏🏾,👏🏾👏🏾👏🏾,,[],0.0,0.0
1459,17888050930971302,4187025924,instagram,2021-02-10 06:44:11,1,Spot on. 👏😳,Spot on. 👏😳,Spot on. ,['spot'],0.0,0.0
1460,17907754975644099,36760405483,instagram,2021-02-10 06:34:19,1,😂💯🎯😂,😂💯🎯😂,,[],0.7003,0.0
1461,17908120645636530,32735277159,instagram,2021-02-10 06:19:55,1,😂😂,😂😂,,[],0.7003,0.0
1462,17904248425707885,32735277159,instagram,2021-02-10 06:19:53,1,😢,😢,,[],-0.4767,0.0
1463,17879403578121899,5860713882,instagram,2021-02-10 06:13:43,1,Perfecto!,Perfecto!,Perfecto!,['perfecto'],0.3802,0.3802
1464,17907201742658482,23811183914,instagram,2021-02-10 06:05:10,1,👏👏👏,👏👏👏,,[],0.0,0.0
1465,17848201223516268,5961401418,instagram,2021-02-10 19:01:54,0,They are ofter blood!,They are ofter blood!,They are ofter blood!,"['ofter', 'blood']",0.0,0.0
1466,18127618393195094,2376313324,instagram,2021-02-15 22:56:24,0,Tu podrás tener Una opinión diferente pero no aprovechar el espacio al público en TV para hablar mal de otro sin éste estar presente... nada ÉTICO.,Tu podrás tener Una opinión diferente pero no aprovechar el espacio al público en TV para hablar mal de otro sin éste estar presente... nada ÉTICO.,Tu podrás tener Una opinión diferente pero no aprovechar el espacio al público en TV para hablar mal de otro sin éste estar presente... nada ÉTICO.,"['tu', 'tener', 'una', 'diferente', 'pero', 'aprovechar', 'el', 'espacio', 'al', 'en', 'tv', 'para', 'hablar', 'mal', 'de', 'otro', 'sin', 'estar', 'presente', 'nada']",-0.7003,-0.7003
1467,18197457175058065,2376313324,instagram,2021-02-15 22:54:38,0,GRAN EQUIPO que solo invita a DEMÓCRATAS para dañar y opacar a una persona en especial @realdonaldtrump a esta hora 9:50am en vivo con dos opositores para nada IMPARCIAL ni ÉTICO el GRAN equipo de  periodistas de Ntn24 y el programa del CLUB DE PRENSA que presenta hoy Gustau Alegret con José López Zamorano y María Peña... de lo último la mala intención el fin mediático de este programa 👎👎👎,GRAN EQUIPO que solo invita a DEMÓCRATAS para dañar y opacar a una persona en especial  a esta hora 9:50am en vivo con dos opositores para nada IMPARCIAL ni ÉTICO el GRAN equipo de  periodistas de Ntn24 y el programa del CLUB DE PRENSA que presenta hoy Gustau Alegret con José López Zamorano y María Peña... de lo último la mala intención el fin mediático de este programa 👎👎👎,GRAN EQUIPO que solo invita a DEMÓCRATAS para dañar y opacar a una persona en especial  a esta hora 9:50am en vivo con dos opositores para nada IMPARCIAL ni ÉTICO el GRAN equipo de  periodistas de Ntn24 y el programa del CLUB DE PRENSA que presenta hoy Gustau Alegret con José López Zamorano y María Peña... de lo último la mala intención el fin mediático de este programa ,"['gran', 'equipo', 'que', 'solo', 'invita', 'para', 'opacar', 'una', 'persona', 'en', 'especial', 'esta', 'hora', 'en', 'vivo', 'con', 'dos', 'opositores', 'para', 'nada', 'imparcial', 'ni', 'el', 'gran', 'equipo', 'de', 'periodistas', 'de', 'el', 'programa', 'del', 'club', 'de', 'prensa', 'que', 'presenta', 'hoy', 'gustau', 'alegret', 'con', 'zamorano', 'de', 'lo', 'la', 'mala', 'el', 'fin', 'de', 'este', 'programa']",0.0,0.0
1468,18136158916146491,7730528435,instagram,2021-02-10 19:32:42,1,"Que consti ets el que fa més patxoca, un bon pelacanyes, com està ""mandao""","Que consti ets el que fa més patxoca, un bon pelacanyes, com està ""mandao""","Que consti ets el que fa més patxoca, un bon pelacanyes, com està ""mandao""","['que', 'consti', 'ets', 'el', 'que', 'fa', 'patxoca', 'un', 'bon', 'pelacanyes', 'com', 'mandao']",0.0,0.0
1469,17873713424200491,33550757229,instagram,2021-02-10 09:31:12,0,"Hola gustavo con Rubén,feliz día.enviemevsu numero","Hola gustavo con Rubén,feliz día.enviemevsu numero","Hola gustavo con Rubén,feliz día.enviemevsu numero","['hola', 'gustavo', 'con', 'feliz', 'numero']",0.0,0.0
1470,17891048104904863,265369881,instagram,2021-02-10 08:48:43,1,Felicidades mi @ochoastefy Stefy!!!!👏👏👏,Felicidades mi  Stefy!!!!👏👏👏,Felicidades mi  Stefy!!!!,"['felicidades', 'mi', 'stefy']",0.0,0.0
1471,17888242486969165,2167076210,instagram,2021-02-10 08:05:56,1,💥💥💥,💥💥💥,,[],-0.7579,0.0
1472,17867919614333265,255255336,instagram,2021-02-10 07:19:20,2,🙌🙌🙌 Fan de esos buenazos!!,🙌🙌🙌 Fan de esos buenazos!!, Fan de esos buenazos!!,"['fan', 'de', 'esos', 'buenazos']",0.4374,0.4374
1473,18138767203094026,4563017997,instagram,2021-02-10 06:40:34,1,Equipo champions,Equipo champions,Equipo champions,"['equipo', 'champions']",0.5267,0.5267
1474,18149033101120485,371305964,instagram,2021-02-10 06:39:41,1,🙌,🙌,,[],0.0,0.0
1475,17974086649346091,217000756,instagram,2021-02-10 06:16:09,0,Exelente me recuerda al equipo de weekend+ @maribellozano.dh,Exelente me recuerda al equipo de weekend+ ,Exelente me recuerda al equipo de weekend+ ,"['exelente', 'recuerda', 'al', 'equipo', 'de']",0.0,0.0
1476,17887843180977910,2240675465,instagram,2021-02-10 06:09:54,1,Equipazo!!!👏,Equipazo!!!👏,Equipazo!!!,['equipazo'],0.0,0.0
1477,17960055538378032,45368558496,instagram,2021-02-10 17:51:20,0,Anything,Anything,Anything,['anything'],0.0,0.0
1478,18157702777118330,44774257735,instagram,2021-02-10 09:37:07,0,I vote that the Senate is g@y,I vote that the Senate is g,I vote that the Senate is g,"['vote', 'senate', 'g']",0.0,0.0
1479,18159150769107829,44774257735,instagram,2021-02-10 09:20:39,0,I vote that the Senate is g@y,I vote that the Senate is g,I vote that the Senate is g,"['vote', 'senate', 'g']",0.0,0.0
1480,17879564231114400,45618397752,instagram,2021-02-10 08:39:07,0,🥝says hi,🥝says hi,🥝says hi,['hi'],0.0,0.0
1481,17864397032360926,45618397752,instagram,2021-02-10 08:38:47,0,Hi Trump🥝,Hi Trump🥝,Hi Trump🥝,['hi'],0.0,0.0
1482,17898145102819267,4493512457,instagram,2021-02-12 02:16:58,0,👏👏👏,👏👏👏,,[],0.0,0.0
1483,17896154479822344,6650933159,instagram,2021-02-10 06:38:11,0,Distasteful,Distasteful,Distasteful,['distasteful'],0.0,0.0
1484,17954866156400963,6650933159,instagram,2021-02-10 06:30:45,0,Distasteful,Distasteful,Distasteful,['distasteful'],0.0,0.0
1485,17905480159686137,1798942506,instagram,2021-02-10 10:59:01,0,"Just because the Senate says it's constitutional, doesn't mean it's so.","Just because the Senate says it's constitutional, doesn't mean it's so.","Just because the Senate says it's constitutional, doesn't mean it's so.","['senate', 'says', 'constitutional', 'mean']",0.0,0.0
1486,17868301877271714,325111267,instagram,2021-02-12 01:35:45,0,😂. The actor from My Cousin Vinny- he originated the role of Motel in Fiddler.  You are welcome for that useless piece of trivia.,😂. The actor from My Cousin Vinny- he originated the role of Motel in Fiddler.  You are welcome for that useless piece of trivia.,. The actor from My Cousin Vinny- he originated the role of Motel in Fiddler.  You are welcome for that useless piece of trivia.,"['actor', 'cousin', 'originated', 'role', 'motel', 'fiddler', 'welcome', 'useless', 'piece', 'trivia']",0.4767,0.0516
1487,18159387154102858,35383140388,instagram,2021-02-10 08:59:20,0,😂,😂,,[],0.4404,0.0
1488,17883793571006509,8734259965,instagram,2021-02-10 06:28:55,0,Opposite #NewsTeam Washington Bureau 📰,Opposite  Washington Bureau 📰,Opposite  Washington Bureau ,"['opposite', 'washington', 'bureau']",0.0,0.0
1489,17914276831601062,8734259965,instagram,2021-02-10 06:28:19,0,#PresidentJoeBiden 🇺🇸, 🇺🇸, ,[],0.0,0.0
1490,17857147877493672,8734259965,instagram,2021-02-10 06:28:03,0,#RudyGiuliani #PresidentDonaldTrump, , ,[],0.0,0.0
1491,18146425372190088,8734259965,instagram,2021-02-10 06:27:08,0,#WhiteHouse #Pressbriefing #trumpimpeachment #SeanHannity #LauraIngraham #tuckercarlson #jeaninepirro #Loudobbs #MariaBartiromo #Oan #OANN #newsmaxtv #BREITBART #FoxAndFriends #BrianKilmeade #DIAMONDANDSILK #OprahWinfrey #SeeSimilarPosts #newseum,                  ,                  ,[],0.0,0.0
1492,17864897414369148,6213267551,instagram,2021-02-17 07:55:34,0,nice Anne.,nice Anne.,nice Anne.,"['nice', 'anne']",0.4215,0.4215
1493,17847722276518346,1392418515,instagram,2021-02-11 08:28:18,0,👏👏👏👏👏,👏👏👏👏👏,,[],0.0,0.0
1494,17892582007846142,7921873136,instagram,2021-02-11 02:05:30,0,👍 😊 🧡,👍 😊 🧡,  🧡,[],0.8807,0.6369
1495,17929616518469726,2509977218,instagram,2021-02-10 11:35:38,0,Oh Anne LOVE THIS!!!!!!,Oh Anne LOVE THIS!!!!!!,Oh Anne LOVE THIS!!!!!!,"['oh', 'anne', 'love']",0.7964,0.7964
1496,17895215332849350,270510711,instagram,2021-02-10 11:23:37,0,🔥🙌👏❤️,🔥🙌👏❤️,,[],-0.34,0.0
1497,17885405429017500,3145626562,instagram,2021-02-10 08:52:01,0,👍🏽👍🏽👍🏽😎😎😎,👍🏽👍🏽👍🏽😎😎😎,,[],0.8402,0.0
1498,17898530074746898,45449212912,instagram,2021-02-10 08:24:52,0,"😱😱😱😱🤭I hope that Democratic country outside USA from now make new law’s for traveling over the borders.  In every check-in and pasport control the Staff must look after #maga red hat and other #covididiots symbol’s. It must be classified as dangerous, White Supremacists, Domestic violence , Riot, High Treason, hategroup, nondemocratic, rigth-wing, Trumpis’m ✈️🚧🚥🚦⛴🛳🚁🛩💺🚅🚘🏍🚝🚌🛻🟥⛔️","😱😱😱😱🤭I hope that Democratic country outside USA from now make new law’s for traveling over the borders.  In every check-in and pasport control the Staff must look after  red hat and other  symbol’s. It must be classified as dangerous, White Supremacists, Domestic violence , Riot, High Treason, hategroup, nondemocratic, rigth-wing, Trumpis’m ✈️🚧🚥🚦⛴🛳🚁🛩💺🚅🚘🏍🚝🚌🛻🟥⛔️","🤭I hope that Democratic country outside USA from now make new law’s for traveling over the borders.  In every check-in and pasport control the Staff must look after  red hat and other  symbol’s. It must be classified as dangerous, White Supremacists, Domestic violence , Riot, High Treason, hategroup, nondemocratic, rigth-wing, Trumpis’m 🟥","['hope', 'democratic', 'country', 'outside', 'usa', 'make', 'new', 'law', 'traveling', 'borders', 'every', 'pasport', 'control', 'staff', 'must', 'look', 'red', 'hat', 'symbol', 'must', 'classified', 'dangerous', 'white', 'supremacists', 'domestic', 'violence', 'riot', 'high', 'treason', 'hategroup', 'nondemocratic', 'trumpis']",-0.9861,-0.8625
1499,17877617453149130,532765896,instagram,2021-02-10 07:28:51,0,"Anne, you’re awesome! Christine","Anne, you’re awesome! Christine","Anne, you’re awesome! Christine","['anne', 'awesome', 'christine']",0.6588,0.6588
1500,18092463133235048,278744997,instagram,2021-02-10 07:12:42,0,Excellent 👏👏👏,Excellent 👏👏👏,Excellent ,['excellent'],0.5719,0.5719
1501,17853071885508596,52164820,instagram,2021-02-10 10:45:50,0,He'll be fired before 6 am tomorrow,He'll be fired before 6 am tomorrow,He'll be fired before 6 am tomorrow,"['fired', 'tomorrow']",-0.5574,-0.5574
1502,17873630678178087,1279744875,instagram,2021-02-10 08:38:03,0,"Their legal arguments don’t have to be competent or even coherent, GOP mostly decided to not hold him accountable..fix is in, he could’ve not sent any lawyers and still get off","Their legal arguments don’t have to be competent or even coherent, GOP mostly decided to not hold him accountable..fix is in, he could’ve not sent any lawyers and still get off","Their legal arguments don’t have to be competent or even coherent, GOP mostly decided to not hold him accountable..fix is in, he could’ve not sent any lawyers and still get off","['legal', 'arguments', 'competent', 'even', 'coherent', 'gop', 'mostly', 'decided', 'hold', 'accountable', 'fix', 'could', 'sent', 'lawyers', 'still']",0.0258,0.0258
1503,17907650176659149,15145165673,instagram,2021-02-10 07:24:51,0,"And yet, he won’t be prosecuted. Only in these United States.","And yet, he won’t be prosecuted. Only in these United States.","And yet, he won’t be prosecuted. Only in these United States.","['yet', 'prosecuted', 'united', 'states']",0.0516,0.0516
1504,17870519648228424,32502458,instagram,2021-02-10 07:02:46,1,L for president!!!!!! I'm so sick and tired of all politicians.,L for president!!!!!! I'm so sick and tired of all politicians.,L for president!!!!!! I'm so sick and tired of all politicians.,"['l', 'president', 'sick', 'tired', 'politicians']",-0.7041,-0.7041
1505,18191471614009562,7309296771,instagram,2021-02-10 06:54:10,0,✅,✅,,[],0.0,0.0
1506,17924493940499946,5751007225,instagram,2021-02-10 07:12:53,1,"From Senate.gov “
In impeachment proceedings, the House of Representatives charges an official of the federal government by approving, by majority vote, articles of impeachment. ... The Constitution requires a two-thirds vote of the Senate to convict, and the penalty for an impeached official upon conviction is removal from office.” So still not convicted also he’s not in office.... don’t like the man, but you can’t abuse the constitution like this.","From Senate.gov “
In impeachment proceedings, the House of Representatives charges an official of the federal government by approving, by majority vote, articles of impeachment. ... The Constitution requires a two-thirds vote of the Senate to convict, and the penalty for an impeached official upon conviction is removal from office.” So still not convicted also he’s not in office.... don’t like the man, but you can’t abuse the constitution like this.","From Senate.gov “
In impeachment proceedings, the House of Representatives charges an official of the federal government by approving, by majority vote, articles of impeachment. ... The Constitution requires a two-thirds vote of the Senate to convict, and the penalty for an impeached official upon conviction is removal from office.” So still not convicted also he’s not in office.... don’t like the man, but you can’t abuse the constitution like this.","['proceedings', 'house', 'representatives', 'charges', 'official', 'federal', 'government', 'approving', 'majority', 'vote', 'articles', 'constitution', 'requires', 'vote', 'senate', 'convict', 'penalty', 'impeached', 'official', 'upon', 'conviction', 'removal', 'still', 'convicted', 'also', 'office', 'like', 'man', 'abuse', 'constitution', 'like']",-0.6542,-0.6542
